 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services",
Name:,ESA.Q.I5.S.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YA_B.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YC_E.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YF_F.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YG_I.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I5.S.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I5.S.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I5.S.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I5.S.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I5.S.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YA_B.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YC_E.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YF_F.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YG_I.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I5.Y.LCIT.NS0025.4.000,STS.Q.I5.W.LCIT.NS0025.4.000,STS.Q.I5.W.LCIW.NS0025.4.000,STS.Q.I5.W.LCIO.NS0025.4.000,STS.Q.I5.W.LCIT.NS0020.4.000,STS.Q.I5.W.LCIT.N100F0.4.000,STS.Q.I5.W.LCIT.NSG_K0.3.000,EXR.Q.Z59.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,BISM.Q.RHGB.JP.01,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I5.N.CINP.CC1100.4.000,ESA.Q.I6.Y.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I6.Y.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I6.Y.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I6.Y.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I6.Y.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I6.Y.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I6.Y.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YA_B.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YC_E.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YF_F.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YG_I.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I6.Y.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YA_B.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YC_E.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YF_F.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YG_I.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I6.Y.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I6.Y.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I5.S.ECFIN.MAN013.TT
Q4-2002      ,138835.98000 ,139199.95000 ,118401.16000 ,20798.79000 ,6214.16000 ,26180.41000 ,10281.69000 ,35103.79000 ,20322.04000 ,41097.87000 ,106.06288 ,105.30506 ,105.00162 ,107.10205 ,103.38646 ,100.71475 , 98.43897 ,105.33526 ,106.87720 ,102.21601 ,106.83638 ,103.24224 ,107.25588 ,108.11376 , 86.30000 , 90.40000 , 90.00000 , 91.90000 , 91.40000 ,112.20000 ,114.50000 , 90.04443 ,100.70000 ,11598.80000 , -4.46275 ,44.64879 ,509312.90000 ,13.65821 ,18.40210 ,-4.63309 ,6.97315 , 2.31467 ,8.08241 , 1.58238 ,13.04704 , 4.20059 ,10.90316 , 9.33190 ,23.46000 ,22.19000 ,2.19000 ,  5.58000 ,  9.97000 , 10.36000 ,-1.69000 , 90.98770 ,1859295.34000 ,1064531.14000 ,378041.46000 ,376025.41000 , -3693.68000 ,675377.35000 ,630986.35000 ,1753846.80000 ,1014365.64000 ,353117.93000 ,363895.81000 ,NA ,670912.84000 ,641323.67000 ,1670947.86000 ,37804.93000 ,352736.18000 , 95295.48000 ,357582.20000 ,449239.81000 ,378289.28000 ,NA ,188347.47000 ,1574784.45000 ,36484.78000 ,344570.99000 ,87403.24000 ,337421.24000 ,419734.57000 ,349173.18000 ,NA ,179034.45000 ,81.10000
Q1-2003      ,138946.00000 ,137859.07000 ,117070.39000 ,20788.68000 ,5976.08000 ,25904.67000 ,10028.15000 ,34751.25000 ,20148.76000 ,41050.17000 ,106.51977 ,105.66675 ,105.93836 ,107.53549 ,103.81477 ,100.63617 , 98.08483 ,105.89949 ,109.64416 ,102.03763 ,108.66793 ,103.92263 ,108.12350 ,108.87363 , 87.00000 , 81.60000 , 80.40000 , 85.20000 , 79.30000 ,104.80000 ,103.50000 , 94.09326 ,102.00000 ,11645.80000 , -4.68388 ,45.13065 ,507354.00000 ,13.10115 ,18.27350 ,-4.97378 ,6.85346 , 1.58275 ,7.42801 , 1.30758 ,13.00094 , 9.07218 ,10.92663 , 8.85710 ,28.04000 ,26.06000 ,2.89000 , 17.74000 , -1.83000 ,-13.35000 , 2.90000 , 92.15468 ,1867240.51000 ,1073944.10000 ,379791.93000 ,376705.90000 ,  4488.37000 ,667731.28000 ,635421.08000 ,1753887.70000 ,1014360.60000 ,353335.40000 ,363073.52000 ,NA ,663805.02000 ,648302.55000 ,1679542.66000 ,37935.43000 ,354181.16000 , 95537.30000 ,357584.18000 ,454120.88000 ,380183.71000 ,NA ,187697.85000 ,1574748.81000 ,35750.48000 ,344631.43000 ,86790.24000 ,336809.06000 ,421300.00000 ,349404.23000 ,NA ,179112.65000 ,81.00000
Q2-2003      ,139177.62000 ,139301.78000 ,118350.78000 ,20950.99000 ,6074.68000 ,25936.08000 ,10288.97000 ,35300.14000 ,20254.67000 ,41447.24000 ,107.11344 ,106.11356 ,106.14323 ,108.13764 ,103.94838 , 99.31623 , 96.31657 ,106.60251 ,111.25571 ,103.40033 ,109.60464 ,105.02957 ,108.60372 ,109.35707 , 87.70000 , 90.90000 , 90.50000 , 92.30000 , 90.20000 ,113.90000 ,112.20000 , 98.29016 ,102.80000 ,11738.70000 , -5.13985 ,46.21643 ,510517.30000 ,13.25396 ,18.24200 ,-4.79371 ,6.74513 ,-0.07849 ,7.50084 ,-0.68587 ,13.23933 ,10.71929 ,11.34498 ,13.57115 ,22.26000 ,20.42000 ,2.92000 ,-26.46000 ,-20.96000 ,  4.24000 ,-5.79000 , 92.60540 ,1877625.99000 ,1078725.48000 ,383641.55000 ,378841.32000 ,   983.82000 ,655665.88000 ,620232.06000 ,1753856.40000 ,1016908.64000 ,354916.64000 ,364660.66000 ,NA ,660499.37000 ,644346.26000 ,1686623.51000 ,37895.10000 ,348556.92000 , 97929.80000 ,360500.34000 ,458603.67000 ,383137.68000 ,NA ,191002.48000 ,1572315.87000 ,35074.19000 ,341377.18000 ,87269.22000 ,336911.62000 ,421442.08000 ,350050.53000 ,NA ,181549.36000 ,80.50000
Q3-2003      ,139560.60000 ,140200.23000 ,119111.98000 ,21088.25000 ,6261.03000 ,25970.67000 ,10333.43000 ,35794.36000 ,20545.74000 ,41294.98000 ,107.92169 ,107.08797 ,106.72874 ,109.84042 ,104.12304 , 98.76537 , 96.12174 ,107.42710 ,116.65767 ,103.13621 ,109.34545 ,105.10837 ,108.85293 ,111.50531 , 88.40000 , 86.40000 , 85.60000 , 88.80000 , 86.10000 ,111.20000 ,110.40000 , 98.74306 ,102.30000 ,11935.50000 , -5.55718 ,46.60492 ,514328.70000 ,13.03952 ,18.55201 ,-4.62949 ,6.83358 , 0.36701 ,7.63180 ,-0.40111 ,13.50873 , 8.84847 ,11.55706 , 8.64097 ,25.05000 ,23.26000 ,3.72000 ,  9.28000 , -5.67000 , -3.73000 , 1.45000 , 92.89859 ,1901440.60000 ,1090518.55000 ,392323.11000 ,383192.32000 , -5915.16000 ,664644.75000 ,623322.97000 ,1762945.07000 ,1022463.45000 ,357356.58000 ,368262.58000 ,NA ,673363.12000 ,648908.61000 ,1709142.45000 ,37346.61000 ,350678.89000 , 99209.12000 ,364817.58000 ,465566.14000 ,391524.12000 ,NA ,192298.15000 ,1581486.68000 ,34110.75000 ,343735.87000 ,87881.70000 ,339455.42000 ,424714.38000 ,351383.61000 ,NA ,181452.36000 ,80.70000
Q4-2003      ,139936.74000 ,140259.89000 ,119108.65000 ,21151.24000 ,6125.29000 ,25725.82000 ,10335.22000 ,35529.81000 ,20690.87000 ,41852.89000 ,108.13475 ,107.18354 ,107.27427 ,108.98901 ,104.68122 , 98.89555 , 95.96048 ,107.20764 ,109.95100 ,102.19940 ,110.88935 ,105.13611 ,110.66017 ,110.82107 , 88.90000 , 93.10000 , 92.20000 , 95.70000 , 93.90000 ,116.20000 ,117.40000 ,100.41296 ,104.10000 ,12042.80000 , -4.48299 ,47.19877 ,521473.80000 ,13.83467 ,18.75299 ,-4.42925 ,6.93036 , 1.14796 ,7.76543 , 0.28739 ,13.48267 , 5.31845 ,11.35653 , 6.28208 ,26.40000 ,22.19000 ,2.97000 , 10.66000 ,  5.62000 ,  9.67000 ,-1.45000 , 93.11164 ,1918098.84000 ,1098310.69000 ,391161.58000 ,387506.53000 ,  -187.80000 ,677748.84000 ,636440.99000 ,1774838.74000 ,1024508.35000 ,359058.72000 ,370410.02000 ,NA ,685650.44000 ,663632.01000 ,1723701.93000 ,38171.51000 ,355034.81000 , 99939.18000 ,368092.63000 ,470227.97000 ,392235.83000 ,NA ,194396.92000 ,1591854.28000 ,35861.93000 ,346718.66000 ,87530.40000 ,340994.82000 ,427038.53000 ,353584.43000 ,NA ,182982.78000 ,81.10000
Q1-2004      ,139907.21000 ,138819.43000 ,117722.73000 ,21096.70000 ,5837.04000 ,25413.08000 ,10054.57000 ,35268.91000 ,20590.03000 ,41655.81000 ,108.72618 ,107.91307 ,107.83401 ,109.99660 ,105.37467 , 99.01681 , 96.42493 ,107.48581 ,100.04721 ,102.25043 ,111.70994 ,104.71423 ,111.43528 ,111.87816 , 89.50000 , 84.00000 , 82.70000 , 88.00000 , 81.80000 ,108.50000 ,106.20000 ,103.38776 , 99.90000 ,12127.60000 , -4.89946 ,47.91125 ,527332.00000 ,13.61132 ,18.69104 ,-4.74618 ,6.78373 , 7.28163 ,8.15183 , 5.68086 ,13.31942 , 6.82554 ,11.17236 , 9.24975 ,28.94000 ,25.85000 ,3.99000 , 12.71000 , -1.94000 , -7.31000 , 2.61000 , 94.51197 ,1939047.82000 ,1109379.51000 ,395581.11000 ,390694.54000 ,  -278.20000 ,691766.12000 ,648095.27000 ,1784347.85000 ,1029414.76000 ,359776.97000 ,370984.57000 ,NA ,698924.63000 ,672463.44000 ,1742030.36000 ,38758.88000 ,359284.57000 ,101567.25000 ,372621.41000 ,473637.88000 ,396160.37000 ,NA ,197017.45000 ,1601608.41000 ,38526.94000 ,350256.04000 ,88112.19000 ,344370.76000 ,426384.15000 ,353995.59000 ,NA ,182715.81000 ,80.90000
Q2-2004      ,140251.69000 ,140374.13000 ,119090.10000 ,21284.03000 ,5968.01000 ,25592.41000 ,10383.09000 ,35708.85000 ,20789.93000 ,41931.84000 ,109.27284 ,108.65963 ,108.53527 ,110.91698 ,106.42466 ,100.05239 , 97.98241 ,107.64075 , 98.34665 ,101.44918 ,112.27153 ,104.72010 ,111.27526 ,112.70191 , 90.00000 , 93.40000 , 92.70000 , 95.20000 , 93.10000 ,116.50000 ,114.80000 ,100.57317 ,101.00000 ,12213.80000 , -4.63645 ,47.64605 ,525987.20000 ,13.69483 ,19.36872 ,-5.32255 ,6.98923 , 6.15030 ,8.17808 , 4.38429 ,13.56732 , 8.74668 ,11.01901 ,10.15611 ,22.39000 ,20.38000 ,3.64000 ,-13.86000 ,-11.33000 ,  8.04000 ,-6.25000 , 96.74940 ,1958363.17000 ,1119116.79000 ,400575.06000 ,396060.50000 ,  -800.50000 ,718373.91000 ,674962.59000 ,1793055.43000 ,1031698.38000 ,361286.18000 ,372336.44000 ,NA ,718244.87000 ,689155.59000 ,1760523.12000 ,39324.60000 ,361561.19000 ,103737.08000 ,375679.58000 ,478971.70000 ,401248.97000 ,NA ,197840.05000 ,1612061.87000 ,39522.24000 ,352720.77000 ,88276.71000 ,346613.46000 ,429534.19000 ,355474.25000 ,NA ,180919.47000 ,80.80000
Q3-2004      ,140755.02000 ,141346.39000 ,119907.40000 ,21438.99000 ,6170.99000 ,25540.69000 ,10576.56000 ,36166.44000 ,21079.58000 ,41812.13000 ,109.64647 ,108.91752 ,108.95948 ,110.71749 ,107.22540 ,100.88003 , 98.53643 ,107.99166 ,100.15282 ,101.80884 ,114.57046 ,105.68138 ,111.68654 ,112.39604 , 90.50000 , 88.40000 , 87.40000 , 91.40000 , 87.80000 ,114.20000 ,112.90000 ,100.37086 ,102.60000 ,12303.50000 , -4.40233 ,47.80284 ,529286.60000 ,14.24744 ,19.62150 ,-5.28932 ,7.12731 , 5.87515 ,8.58152 , 4.31555 ,13.59165 , 7.56785 ,11.25879 , 8.54536 ,24.92000 ,23.19000 ,3.89000 , 10.32000 , -0.01000 , -1.32000 , 1.96000 , 97.60360 ,1971937.94000 ,1126517.43000 ,401835.66000 ,401300.30000 ,  6695.42000 ,726764.81000 ,691175.70000 ,1799285.57000 ,1034468.41000 ,363058.14000 ,374449.52000 ,NA ,720618.85000 ,701783.06000 ,1769403.09000 ,38275.15000 ,362660.33000 ,104279.12000 ,375851.45000 ,485954.94000 ,402382.10000 ,NA ,202534.84000 ,1616403.19000 ,39711.87000 ,351639.46000 ,88086.39000 ,346730.78000 ,433130.00000 ,357052.11000 ,NA ,182832.08000 ,81.80000
Q4-2004      ,141222.28000 ,141596.25000 ,120047.64000 ,21548.61000 ,6015.29000 ,25580.59000 ,10532.38000 ,35921.76000 ,21214.06000 ,42332.18000 ,110.12533 ,109.50996 ,109.48270 ,111.67969 ,107.81802 ,101.32779 , 99.26303 ,108.48103 , 99.06367 ,102.61173 ,114.22967 ,105.13008 ,112.76385 ,113.49874 , 91.10000 , 95.40000 , 94.30000 , 98.30000 , 96.80000 ,119.20000 ,119.90000 ,102.89361 ,101.90000 ,12410.30000 , -3.98439 ,48.11744 ,527006.60000 ,13.82384 ,19.77819 ,-6.05640 ,7.34912 , 7.49758 ,6.89368 , 6.45175 ,13.65409 ,10.35232 ,11.47918 ,11.96025 ,26.98000 ,21.72000 ,3.06000 , 11.85000 , 14.24000 ,  9.88000 ,-0.64000 , 98.02676 ,1987642.65000 ,1142343.19000 ,405426.83000 ,405366.99000 ,  3368.67000 ,739464.23000 ,708327.27000 ,1805597.02000 ,1043909.73000 ,363123.89000 ,376136.39000 ,NA ,729845.22000 ,713838.06000 ,1783501.41000 ,38790.65000 ,363598.88000 ,105798.21000 ,380254.21000 ,488866.22000 ,406193.25000 ,NA ,204141.24000 ,1621750.18000 ,40047.97000 ,351506.11000 ,88641.53000 ,349924.05000 ,433514.10000 ,358016.86000 ,NA ,183802.53000 ,81.90000
Q1-2005      ,141246.06000 ,140237.56000 ,118765.82000 ,21471.74000 ,5798.66000 ,25197.94000 ,10361.24000 ,35588.37000 ,21112.63000 ,42178.72000 ,110.74081 ,110.16436 ,109.96765 ,112.27655 ,108.23533 ,101.75323 , 99.78659 ,108.77907 ,106.77616 ,101.75952 ,116.80279 ,105.91408 ,112.52798 ,113.75916 , 91.70000 , 86.10000 , 84.80000 , 90.10000 , 83.80000 ,110.80000 ,109.30000 ,102.71979 , 99.50000 ,12534.10000 , -3.25457 ,48.92259 ,530488.80000 ,14.07744 ,19.95036 ,-5.96433 ,7.51554 , 7.43500 ,7.62995 , 8.52410 ,13.60039 , 2.94075 ,10.24565 , 7.40010 ,31.56000 ,25.93000 ,3.74000 , 10.46000 , -3.47000 ,-12.32000 , 2.99000 , 99.33373 ,2004377.75000 ,1149529.20000 ,409003.51000 ,408836.06000 ,   120.25000 ,743994.88000 ,707106.15000 ,1810457.76000 ,1045713.34000 ,364323.31000 ,377832.73000 ,NA ,731052.83000 ,708636.05000 ,1801900.29000 ,36701.36000 ,365228.51000 ,106367.19000 ,382099.60000 ,499852.33000 ,411651.30000 ,NA ,202477.46000 ,1627747.31000 ,37192.76000 ,353082.96000 ,87775.01000 ,350458.58000 ,439879.73000 ,358979.19000 ,NA ,182667.16000 ,81.80000
Q2-2005      ,141590.37000 ,141704.28000 ,120154.37000 ,21549.90000 ,5978.80000 ,25195.33000 ,10687.33000 ,36019.24000 ,21269.18000 ,42554.39000 ,111.33505 ,110.76974 ,110.56709 ,112.77401 ,108.84264 ,102.37905 ,100.43071 ,108.87360 ,109.36478 ,100.86166 ,116.54320 ,105.37194 ,114.09135 ,114.30514 , 91.70000 , 95.20000 , 94.70000 , 96.70000 , 94.70000 ,118.50000 ,117.60000 ,100.45687 , 99.80000 ,12587.50000 , -3.23645 ,47.92522 ,536805.70000 ,13.97015 ,19.66805 ,-5.78169 ,7.14423 , 8.17864 ,8.00610 , 8.57160 ,13.87603 , 4.70259 ,10.15290 ,10.21490 ,22.31000 ,24.15000 ,3.22000 ,-15.62000 ,-14.04000 ,  9.05000 ,-6.41000 , 99.69502 ,2029232.60000 ,1162084.30000 ,414133.97000 ,419105.25000 ,  1729.45000 ,765170.73000 ,732991.10000 ,1823178.89000 ,1051452.87000 ,367275.54000 ,385182.27000 ,NA ,747422.61000 ,729972.48000 ,1819148.53000 ,35602.41000 ,370450.84000 ,109879.38000 ,385788.89000 ,502647.96000 ,414779.05000 ,NA ,210084.07000 ,1638135.21000 ,36731.40000 ,357027.60000 ,90073.28000 ,353324.71000 ,440385.52000 ,360200.61000 ,NA ,184996.25000 ,81.10000
Q3-2005      ,142060.31000 ,142597.01000 ,121270.74000 ,21326.27000 ,6067.92000 ,25295.73000 ,10786.95000 ,36312.62000 ,21588.24000 ,42545.55000 ,111.77451 ,111.75276 ,111.29838 ,113.41339 ,109.80783 ,102.70392 ,102.07092 ,109.03965 ,107.31956 ,101.15702 ,116.26505 ,105.69426 ,114.56411 ,114.85353 , 92.30000 , 90.10000 , 89.40000 , 92.10000 , 89.60000 ,116.40000 ,115.20000 , 98.10401 ,100.90000 ,12683.20000 , -3.63141 ,47.86910 ,540758.50000 ,14.16036 ,19.76411 ,-5.38714 ,7.15710 , 8.38447 ,8.33241 , 7.48611 ,13.78371 , 2.40923 ,10.58945 , 9.24788 ,24.61000 ,23.55000 ,3.83000 ,  6.22000 ,  2.04000 , -3.27000 , 3.14000 ,100.16320 ,2049037.96000 ,1177357.22000 ,418307.28000 ,426590.78000 , -1044.52000 ,787359.26000 ,759532.06000 ,1833630.24000 ,1058223.20000 ,368860.78000 ,388592.96000 ,NA ,766645.54000 ,744184.73000 ,1833783.01000 ,35937.82000 ,372180.78000 ,112100.99000 ,388001.59000 ,507144.49000 ,418417.33000 ,NA ,215254.94000 ,1645551.18000 ,37317.97000 ,357744.78000 ,90578.45000 ,355054.68000 ,443083.33000 ,361359.57000 ,NA ,188024.11000 ,80.80000
Q4-2005      ,142603.50000 ,142961.40000 ,121592.27000 ,21369.13000 ,5982.45000 ,25307.16000 ,10814.39000 ,36147.05000 ,21791.72000 ,42918.62000 ,112.48450 ,112.39168 ,111.96888 ,115.03647 ,110.63073 ,103.99563 ,103.17444 ,109.82705 ,109.43703 ,100.93615 ,117.42047 ,105.46902 ,115.87890 ,116.84809 , 92.90000 , 97.20000 , 96.50000 , 99.10000 , 98.50000 ,122.00000 ,122.80000 , 97.10050 , 99.90000 ,12748.70000 , -3.11639 ,48.24532 ,542403.50000 ,13.60166 ,20.35873 ,-6.63389 ,7.61784 , 7.49322 ,8.02871 , 7.47202 ,13.51839 , 2.37975 , 9.79007 , 8.05161 ,27.03000 ,24.15000 ,3.36000 , 21.39000 , -9.56000 , 16.29000 , 4.59000 ,100.80569 ,2073738.97000 ,1187561.85000 ,425218.63000 ,434425.86000 ,  5713.49000 ,806825.66000 ,786006.52000 ,1843954.73000 ,1060981.44000 ,369651.11000 ,392767.50000 ,NA ,775658.55000 ,761869.75000 ,1855332.24000 ,35209.76000 ,376425.82000 ,114293.54000 ,390371.31000 ,513082.66000 ,425949.16000 ,NA ,218406.72000 ,1655193.41000 ,36709.17000 ,360565.88000 ,90889.33000 ,357904.65000 ,446475.43000 ,362236.46000 ,NA ,188707.45000 ,80.90000
Q1-2006      ,143258.41000 ,142254.79000 ,120684.79000 ,21569.99000 ,5722.56000 ,24981.76000 ,10609.92000 ,36086.36000 ,21836.06000 ,43018.13000 ,112.86474 ,113.03174 ,112.51943 ,114.68348 ,111.33525 ,104.76227 ,104.57841 ,109.70378 ,108.97189 ,100.74355 ,119.92414 ,106.18740 ,115.65888 ,115.95263 , 93.50000 , 87.80000 , 86.60000 , 91.70000 , 86.10000 ,113.10000 ,111.70000 , 97.54566 ,101.60000 ,12915.90000 , -2.19593 ,48.87179 ,541470.80000 ,14.46659 ,20.42348 ,-6.11800 ,7.65213 , 5.05953 ,7.76089 , 3.50835 ,13.50908 , 4.44498 , 9.87983 ,10.52577 ,31.85000 ,23.83000 ,4.24000 ,  8.63000 , -5.00000 , -7.57000 , 5.17000 ,102.75627 ,2099523.76000 ,1201800.05000 ,428074.54000 ,440668.07000 ,  9904.50000 ,836587.11000 ,817510.51000 ,1860298.58000 ,1068290.14000 ,373230.39000 ,395797.43000 ,NA ,798239.30000 ,781574.64000 ,1875091.52000 ,35023.89000 ,383542.91000 ,115541.54000 ,392862.01000 ,522279.63000 ,425841.54000 ,NA ,224432.24000 ,1670403.11000 ,36750.76000 ,366591.68000 ,90519.05000 ,359255.53000 ,452769.98000 ,364322.93000 ,NA ,189835.63000 ,81.90000
Q2-2006      ,144030.97000 ,144237.38000 ,122431.90000 ,21805.48000 ,5924.14000 ,25103.90000 ,10928.81000 ,36732.95000 ,22168.48000 ,43379.10000 ,113.49024 ,113.68122 ,113.14631 ,115.99714 ,112.25515 ,105.15601 ,105.01767 ,110.05151 ,109.51354 ,100.22674 ,120.20640 ,105.94432 ,116.16623 ,117.63565 , 94.10000 , 97.80000 , 97.60000 , 98.20000 , 98.00000 ,119.40000 ,120.40000 , 99.31605 ,101.10000 ,12962.50000 , -2.41163 ,47.74005 ,548300.90000 ,14.18250 ,20.36402 ,-6.20091 ,7.85984 , 1.82516 ,7.67241 , 0.60619 ,13.18116 , 2.49231 , 9.35420 , 9.53011       ,NA ,23.42000      ,NA ,-24.32000 ,-15.67000 ,  9.75000 ,-9.87000 ,104.29660 ,2134116.62000 ,1215012.75000 ,433622.75000 ,455591.68000 ,  5987.11000 ,857305.09000 ,833402.76000 ,1880546.87000 ,1074072.11000 ,373792.59000 ,405864.98000 ,NA ,814938.83000 ,793463.95000 ,1906204.57000 ,35004.25000 ,388690.88000 ,119033.64000 ,398065.54000 ,532204.71000 ,433205.54000 ,NA ,227912.06000 ,1688668.58000 ,37044.68000 ,370345.00000 ,92242.48000 ,364032.57000 ,459198.35000 ,365587.77000 ,NA ,191819.54000 ,82.40000
